Protein.Group	C:\DIA-NN\AOESB2025\THF-2-01.mzML	C:\DIA-NN\AOESB2025\THF-2-02.mzML	C:\DIA-NN\AOESB2025\THF-2-03.mzML	C:\DIA-NN\AOESB2025\THF-2-04.mzML	C:\DIA-NN\AOESB2025\THF-2-05.mzML	C:\DIA-NN\AOESB2025\THF-2-06.mzML	C:\DIA-NN\AOESB2025\THF-2-07.mzML	C:\DIA-NN\AOESB2025\THF-2-08.mzML	C:\DIA-NN\AOESB2025\THF-2-09.mzML	C:\DIA-NN\AOESB2025\THF-2-10.mzML	C:\DIA-NN\AOESB2025\THF-2-11.mzML	C:\DIA-NN\AOESB2025\THF-2-12.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-01.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-02.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-03.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-04.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-05.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-06.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-07.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-08.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-09.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-10.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-11.mzML	UniquePeptides_C:\DIA-NN\AOESB2025\THF-2-12.mzML
Q0JYC5	3767824.15215419	4752984.7062499	4188892.77372488	5662775.98376431	6077467.22717112	4885582.18991447	4752117.78732439	3914587.90846613	2933058.32437698	2239119.41767237	1962309.65937661	3242211.739777	3	3	3	3	2	1	3	2	2	1	2	2
Q0JYC6	NA	NA	456748.441542958	3330411.62673122	3021862.16227763	3254038.60716119	2399437.55865273	2409872.79824316	2506626.4851659	NA	NA	NA	0	0	1	3	3	2	1	2	2	0	0	0
Q0JYD1	NA	286792	NA	NA	2188460	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0	0
Q0JYD2	20127743.6326116	17783697.3390865	17161420.406537	79216595.0840654	66379219.8366419	77791520.0185702	39589245.6117782	36479734.256392	37841694.820014	4866857.81887682	4608872.06231237	4749642.56461742	11	12	12	16	16	16	14	16	15	6	4	6
Q0JYD3	NA	NA	NA	8932941.65062153	10190389.9469269	10350548.7511896	NA	NA	NA	NA	NA	NA	0	0	0	2	2	2	0	0	0	0	0	0
Q0JYD4	NA	NA	NA	NA	483749	NA	157787	NA	NA	NA	NA	NA	0	0	0	0	1	0	1	0	0	0	0	0
Q0JYD5	72673946.6420523	71872703.843781	64832271.8911023	302233111.87463	265523729.70744	307615498.730615	121832400.349743	113003916.505031	121240160.081422	43486171.5421553	42798439.1103074	43144955.8339106	11	9	10	14	15	13	15	13	14	10	8	8
Q0JYD6	22150958.4077302	20629398.3617081	19161273.3036255	14401343.3286277	13021058.0998583	14408475.8375526	16861860.3347177	16879702.1145651	16139755.0532521	35486421.7886099	34079750.3240252	32936990.1767311	6	5	5	3	5	4	6	6	5	6	6	6
Q0JYD7	NA	NA	NA	NA	4118470	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	1	0	0	0	0	0	0	0
Q0JYE8	NA	1097670.92035862	NA	6447999.23199817	6131591.23052096	7418121.66482954	4123491.93062072	4175854.82493434	4290625.40060677	NA	NA	NA	0	2	0	2	2	2	2	2	2	0	0	0
Q0JYF1	3241836.58255773	2925885.40744403	2778840.9205055	NA	2355439.61256838	NA	3045175.40346236	3348720.78028982	3281786.67061674	4623500.05324658	4595123.65265104	4953419.43830763	2	2	2	0	2	0	2	2	2	2	2	2
Q0JYF3	12584838.3475743	13355821.9217736	14197075.5880198	16237927.795145	16675453.1707218	17395618.2776743	47785967.3287843	50162503.5499864	52099348.3850044	3955435.79762002	5341402.65270287	6414082.0230983	3	3	3	2	2	2	8	9	9	2	2	2
Q0JYF4	NA	NA	NA	NA	NA	NA	NA	1565650	1690990	NA	NA	NA	0	0	0	0	0	0	0	1	1	0	0	0
Q0JYF5	NA	3147287.62889303	3602406.7059971	2538566.92463298	4057561.48936585	2678602.26186009	5078144.44206715	5704023.72431917	5153598.78753069	2915138.4640768	2503687.81923297	3286299.14144731	0	4	4	3	2	1	3	3	3	4	4	3
Q0JYF8	NA	391566.619621691	NA	3159571.15420738	1748519.22351354	3910964.64530683	1335657.21837912	889620.36230931	752380.490649344	NA	NA	NA	0	1	0	2	2	2	1	2	1	0	0	0
Q0JYF9	4523165.33746395	4304867.09341236	4212638.05823541	15984681.6929599	15708838.6930656	17171294.5531549	7787494.4281446	5746071.24449489	5115947.2839604	NA	NA	NA	3	3	3	5	7	5	6	5	5	0	0	0
Q0JYG0	4472721.34790651	3769499.64361466	3798651.21578686	13792209.3559268	13479613.9437072	14890026.5413043	12284835.16216	7560805.95560549	7682161.5421044	NA	NA	NA	3	5	3	6	4	6	5	5	5	0	0	0
Q0JYH9	3887920	4020470	4153460	6394310	6475150	6433510	4460650	5534800	5013720	2096280	2608780	2808120	1	1	1	1	1	1	1	1	1	1	1	1
Q0JYI6	2329711.20541755	1648748.40786475	2818544.66363949	2225134.89205797	3517532.28904333	3392433.1389903	1417132.68894584	1259034.50910232	1505720.026764	NA	NA	NA	2	2	2	1	2	2	2	2	2	0	0	0
Q0JYI9	83258904.3864746	90277727.3971973	84087929.135006	29379676.4762155	38412511.1546846	40079106.6070158	40947579.8398291	39375289.6183252	43421120.613105	NA	9704370.00018861	9890600.00019224	3	3	3	2	3	3	3	3	3	0	1	1
Q0JYJ0	64515912.9675302	55349058.2756861	49781656.7956906	62866148.9480968	71931808.9422696	92177418.7291622	105010179.686906	83955586.751219	90019345.5473781	10723529.80573	11116480.4015012	10865030.9113596	6	6	6	6	6	6	6	6	6	4	4	4
Q0JYJ1	1167325.25266922	1425412.1996754	2438534.4572343	848649.104664193	NA	796172.352961647	1662565.06980822	1856155.91603442	1841454.15612862	NA	NA	NA	1	2	1	1	0	1	2	2	2	0	0	0
Q0JYJ3	3797270	3760510	3974940	3788460	3066840	4238170	3851370	4097390	3954200	3079800	3441130	3321770	1	1	1	1	1	1	1	1	1	1	1	1
Q0JYJ5	56273372.3342139	48426115.0036499	46188735.491959	53220324.7128755	52557273.0869595	56676357.6766417	47712544.7912308	43518160.2300473	41855686.6740461	21249886.8588413	21556999.7193201	21167130.5607084	4	4	4	4	4	4	4	4	4	4	4	4
Q0JYJ6	19004313.9219097	17364064.2917775	17887105.6514544	19755040.9169384	25567252.9280078	25459573.662392	21703355.4382364	23010633.3389121	21258609.5819176	9562551.36656608	9113041.56637266	8276545.8223712	7	7	7	7	7	5	8	8	8	4	5	4
Q0JYJ8	6937381.16543159	9297008.15635197	11543665.6932813	7972876.0353325	12289717.672755	11331617.5123897	12326905.3280768	13026330.4503784	12637647.7889404	NA	NA	NA	3	3	2	3	3	2	3	3	3	0	0	0
Q0JYK1	10896064.6182303	8755220.62211683	12566796.4063746	8115837.82065935	9580333.64884159	9091088.60491215	10140490.6826314	9394944.85192491	8428225.1292791	7669762.51929553	8872450.7062257	8150511.6365091	2	2	4	3	2	2	2	2	3	3	3	3
Q0JYK2	25688115.3013092	27831667.1386765	29202770.0175047	28535113.807145	32466145.5045157	31780547.2771475	37777708.0613149	38639486.4715668	37997557.2519528	16890109.0610597	16523788.8206217	17283167.8724842	7	7	7	6	7	6	7	7	7	6	7	6
Q0JYK3	15707841.1597477	13767883.5900954	14319156.9208185	13601596.14407	12491342.5360572	12365727.896194	12446171.1862456	12036952.9263069	11483021.0400749	6229739.38137468	7197724.24501453	6986006.43518079	4	4	4	4	4	4	4	4	4	4	4	4
Q0JYK7	5756245.93613533	5669985.69712827	4734680.67700222	10897316.9335495	7682596.05017427	8450953.58639506	6970024.07098197	7479033.6145277	7425708.74919853	7094778.41969867	7359022.77332716	7165103.43802223	3	2	3	3	1	2	3	3	3	2	3	3
Q0JYL2	3076540	NA	NA	NA	NA	NA	5579950	4120950	5239020	NA	NA	NA	1	0	0	0	0	0	1	1	1	0	0	0
Q0JYL4	66576499.4917569	81106123.6570016	83452138.8421378	83460428.328314	83331890.2665064	80601207.7266682	98233367.3666965	107799143.36408	105935368.826601	90240367.3924324	94774534.2782332	97744719.9495807	11	11	11	6	9	7	10	11	10	11	11	10
Q0JYN2	29481344.1226814	35135012.2003416	32258179.8060694	NA	NA	NA	NA	NA	NA	9036305.08224614	13077349.6036365	34216061.5455074	15	17	17	0	0	0	0	0	0	10	11	17
Q0JYP0	1885370	NA	NA	1853480	1797450	2442120	NA	2150610	NA	NA	NA	NA	1	0	0	1	1	1	0	1	0	0	0	0
Q0JYP7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	461500	NA	0	0	0	0	0	0	0	0	0	0	1	0
Q0JYR5	NA	NA	NA	NA	NA	1371680	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	0	0	0	0	0
Q0JYS0	8539948.80714745	9223366.25676627	8465349.83304005	5163498.21695491	8320205.45792032	6202099.60087401	11176847.1704354	12788811.2130181	11287999.8452537	14850709.05352	15817845.7081438	14730116.640462	5	4	5	1	1	4	5	7	6	6	6	7
Q0JYS3	5304665.99336763	4465415.11000257	4354559.22983081	2990737.47138095	3511396.72502217	3328621.54164492	3927285.20088665	4068113.01427385	3843100.00006411	6540953.66220371	5562666.74486662	6956156.27916513	2	2	2	2	2	2	2	2	1	2	2	2
Q0JYS5	NA	NA	NA	NA	NA	NA	NA	NA	NA	49229961.9454845	60173379.9720448	63149988.7020784	0	0	0	0	0	0	0	0	0	9	9	9
Q0JYS8	3078522.33786928	2689227.59797992	3121063.34396755	3751974.11283407	3318005.16391148	3805450.71041927	3949381.83844496	4387837.01469916	3898543.37279861	4347198.96662768	4724853.83596312	4435840.42483269	2	2	4	1	4	4	4	4	4	3	4	3
Q0JYS9	32020800	26634600	23237700	93585199.9999999	24197500	19471600	26326100	22709700	20650600	7658110	7780160	NA	1	1	1	1	1	1	1	1	1	1	1	0
Q0JYT1	3519740.85607045	3353610.60935185	3364084.42796433	1820433.05559258	NA	NA	5298378.25582459	3934133.89863786	4601535.82037613	5087574.24198147	5228499.23318374	4947591.51125637	2	3	4	1	0	0	2	4	3	4	5	5
Q0JYT4	14276578.0902016	12081236.4610258	10294168.8891679	7248287.76561887	5994448.30802623	9158913.85684263	13697071.7638378	11507237.2123981	11158949.8514316	5982870.00010662	5007320.00008921	5149190.00009175	2	3	3	2	2	2	3	3	3	1	1	1
Q0JYT5	7060812.22982242	6953277.31686374	6879882.1194088	7696208.02700048	6837756.35561638	6315568.04110541	7204710.43819817	6698277.13596082	7571025.0821447	4269149.7606372	4646329.9933218	3746650.01717279	6	8	10	6	6	6	9	10	8	6	6	8
Q0JYT8	740954398.985261	725019044.931818	754835526.299715	464493022.3672	459192132.981581	448528581.239067	843130091.538938	887609537.920523	867839617.807167	578326131.881268	609936029.732354	604976346.637982	26	24	25	18	21	20	25	27	26	26	25	27
Q0JYT9	373059.999996661	NA	NA	NA	NA	NA	1064229.8989839	NA	776953.049733574	NA	NA	NA	1	0	0	0	0	0	2	0	2	0	0	0
Q0JYU2	7750320.85595232	8141228.37013164	7251409.62278784	7455233.34814442	6745449.75350666	8541207.80364698	16667466.1897497	16652579.9202036	16654257.5111069	NA	NA	NA	3	5	4	4	4	4	6	6	6	0	0	0
Q0JYU3	2118010	1949240	NA	2014330	1627590	2241540	3003800	2625360	2549940	NA	NA	NA	1	1	0	1	1	1	1	1	1	0	0	0
Q0JYU6	NA	NA	NA	NA	NA	NA	NA	NA	NA	2691730	3205980	NA	0	0	0	0	0	0	0	0	0	1	1	0
Q0JYU7	NA	NA	NA	NA	NA	NA	NA	NA	NA	6666533.41355134	7513366.41306534	9235474.26117337	0	0	0	0	0	0	0	0	0	2	2	2
Q0JYU9	NA	NA	NA	NA	682646	NA	NA	331699	NA	NA	NA	NA	0	0	0	0	1	0	0	1	0	0	0	0
Q0JYV0	7739089.66506683	7004695.60387222	6744195.14863332	7593785.97061302	6943972.07814841	8805107.37030146	7267035.12692961	5692947.65061116	6695709.20713216	7679505.34492405	7831629.04353312	7285458.52650025	5	6	5	4	5	5	4	7	4	5	4	4
Q0JYV1	5094051.4754073	3865134.01203303	3982602.31837515	8978090.99115495	7262462.29220396	10310027.2736022	13678202.6479693	11892496.6552436	12827990.8995914	1756476.03532425	NA	NA	2	2	1	2	2	3	3	3	3	2	0	0
Q0JYV3	5080094.21162954	5091895.1605722	5314266.69164365	5714393.35475123	5808473.91535246	5136729.62224286	5787444.74082763	5653105.29341401	5874818.73556018	3270374.65780461	4225383.35149013	3258492.47262821	6	6	6	5	3	5	5	5	5	4	3	4
Q0JYV4	31866671.8520459	25116720.7515148	24823494.9402026	27834019.726427	24250289.354411	27882617.5533644	28187489.8786009	27657499.7720452	28421922.2516961	16127147.4436657	16289550.6599647	16044622.5259445	7	6	6	6	7	7	7	8	7	7	8	6
Q0JYV6	2735410.41895796	2290878.63707558	2369837.09123609	3267331.35377155	3310212.46181235	4031383.16502604	3524637.91489687	3360610.59197932	3855897.93240103	2868558.6892279	2987072.7631874	3144160.63032158	2	2	3	4	4	2	3	4	4	4	4	4
Q0JYW8	NA	1854713.21633067	NA	NA	2224978.51023673	NA	3951372.69384505	6395137.25437232	4952745.39366126	NA	NA	NA	0	2	0	0	2	0	1	2	2	0	0	0
Q0JYW9	6144186.05696836	4439192.75624482	3858529.08798115	6713338.13662005	4090246.61273484	5594467.96141807	4616393.40769833	4162894.85936318	4579937.32025046	4587402.86694734	4787863.27053476	4492960.58099982	4	4	4	2	3	3	4	3	3	4	4	3
Q0JYX9	4168790	NA	NA	NA	NA	NA	NA	3041830	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	0	0
Q0JYY3	3976870	4277620	3637160	NA	4346720	NA	3543060	3183960	3749580	NA	NA	NA	1	1	1	0	1	0	1	1	1	0	0	0
Q0JYY5	11608915.4238131	10723945.439075	9316159.96862374	36370579.3761428	28559775.2664951	37908021.15717	25832351.2065003	24000731.1108938	24035811.601302	968414.218098726	1174070.00002024	NA	3	4	4	5	5	4	5	5	5	2	1	0
Q0JYY6	48372958.3540794	52010995.1236011	52777586.3890135	53808057.3016889	49230907.1006139	48574930.3803202	44645617.6518419	45751090.0166394	41733366.2438984	39051772.8309029	37718893.6606241	43493682.75079	2	3	2	2	2	3	2	2	2	3	3	3
Q0JYY7	40367011.8108417	38558241.3870774	41275896.8010438	57378060.355584	56216754.3005678	55063647.6400031	40704072.6197361	40844343.0346868	39807197.1544069	13034483.3543296	11716987.4230609	15038714.4021528	6	6	6	5	6	5	5	5	5	3	4	3
Q0JYZ0	1976900	2419080	2516910	7448180	6829360	5600420	5818920	5535670	5328500	NA	NA	NA	1	1	1	1	1	1	1	1	1	0	0	0
Q0JYZ2	49800714.9176481	47617362.3045661	43934867.1391583	74722201.4034003	65442774.7433815	78041468.1163391	56528008.8988371	51913736.8373711	51434617.5706012	25061188.0640783	23695553.6220981	23962797.2774552	23	23	23	23	23	23	21	23	23	17	18	20
Q0JYZ3	1606830	2812880	2463670	NA	3950450	NA	3065760	3131750	2767990	NA	NA	NA	1	1	1	0	1	0	1	1	1	0	0	0
Q0JYZ5	1784700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0
Q0JZ03	309186036.002314	270708788.743957	241762306.772888	384690565.371029	308201831.394463	388475358.225327	447821539.817595	351392883.122511	389084414.589467	189205415.579939	176609933.91033	175310586.461002	15	16	16	15	16	14	16	16	16	14	15	15
Q0JZ05	273840	266769	283617	631184	470412	783172	646594	334137	577384	NA	NA	NA	1	1	1	1	1	1	1	1	1	0	0	0
Q0JZ07	1171083.69122118	1366594.20765262	1468625.573138	1819378.1534336	2874715.51129667	1464403.66996595	2297300.32198052	3236806.51380816	2515345.43836221	NA	NA	NA	1	2	2	1	1	1	1	1	1	0	0	0
Q0JZ08	NA	NA	NA	NA	NA	NA	1654180	1207210	1047330	NA	NA	NA	0	0	0	0	0	0	1	1	1	0	0	0
Q0JZ10	96493364.8463547	94164938.8073212	93766192.412493	48491050.6563939	39426547.7128278	48925125.3791421	123193258.09945	131808293.177449	134056781.70605	291120337.322584	281140800.923329	312358148.668354	8	10	9	4	6	5	11	10	11	11	11	11
Q0JZ13	285912199.495133	239017941.487204	231637673.56887	244762401.799262	201232953.402373	266605496.27092	347505062.438175	314430151.290905	335347308.536417	403501022.225702	426746009.64807	422587099.09286	22	24	25	20	22	21	25	26	26	25	26	26
Q0JZ26	22580593.7816281	18809393.680832	15492857.509976	7136125.12605223	6772516.39844093	9147860.00016737	13415176.9161004	13215039.1241425	11938211.3127616	4921768.3766573	6415892.64540148	6671990.0001221	4	3	4	2	2	1	3	2	2	2	2	1
Q0JZ29	4277675.0447333	4132937.36862121	5229159.75848015	3501648.30943781	3276021.43575596	3859765.32822927	3837323.33201127	3427062.43381318	3967424.33896902	2503507.90451279	3076299.75878088	3457664.54771447	3	3	2	3	3	2	3	3	3	3	3	3
Q0JZ31	558712.597528372	496946.403459073	591775.154862811	2434810.47725363	2522063.51217729	2327675.54651682	909606.033726953	906630.937908743	822955.303363538	NA	NA	NA	1	2	2	3	3	3	1	1	2	0	0	0
Q0JZ32	7415361.68950867	6735333.82887632	5639172.40663081	12950504.8323004	11710325.8844494	12635674.9614173	6057577.90788215	5103376.94956863	6065880.64896091	4219294.07621565	4397671.18768207	4931889.8370227	5	5	4	5	5	5	4	4	5	2	2	2
Q0JZ33	6050967.43798528	4533300.89486663	5931413.95179007	NA	NA	5725679.43633007	4248966.86849599	NA	5179215.28735014	5581489.83284834	5992146.98692549	5323932.52824242	2	1	1	0	0	1	2	0	2	2	2	1
Q0JZ34	6609670.52971366	6357690.4416124	5913235.92988791	7066272.98925635	8096634.794558	6254882.12661399	7682689.52703379	6958487.75305099	6646476.11356404	NA	NA	NA	5	6	5	6	6	5	6	6	5	0	0	0
Q0JZ35	25244392.3299738	20650446.4149794	18419032.0235382	15338920.1070743	11424865.1560284	16430570.233284	16607569.1132421	13887047.8750439	13635374.2774799	7705804.28157947	8267110.59450106	7762453.9806109	3	3	3	2	3	2	3	3	3	2	2	3
Q0JZ36	15318099.9999871	10304480.3326253	9720398.13462834	7812660.21486762	10134066.0206135	11235376.5039248	9097885.10018672	6612990.96368142	7749725.96809743	NA	2292779.99999809	NA	1	2	2	2	3	2	2	2	2	0	1	0
Q0JZ37	99104874.8034585	102000412.242395	100529647.300844	78331099.5462921	65953018.6888867	70700527.8112979	77573846.7691796	71917370.8507885	77140392.2393363	40606322.5856818	37933268.4277654	33530852.310967	9	9	10	6	7	6	9	8	9	9	8	7
Q0JZ38	25182382.7129439	21893198.8977971	21799290.3120132	13934743.4537319	15308586.1913793	15863976.322848	38793317.1964534	34952117.9147404	34528959.988838	22583509.3138491	22852465.1035547	22357215.5787307	16	17	17	10	13	10	18	18	17	16	15	15
Q0JZ39	16486239.6227827	14091527.3818225	13422869.6745738	17862226.1600645	15440760.2873367	17710227.6225588	30790211.9373403	27096491.0539197	28303086.6836155	13316490.442767	13097811.7272544	13986415.1217868	22	23	21	19	21	21	29	29	30	14	15	18
Q0JZ40	5015730	6730870.00000001	8707730	9321440	11132900	7602720	13144300	16244200	13957000	4100220	NA	NA	1	1	1	1	1	1	1	1	1	1	0	0
Q0JZ41	22417975.5049808	20522074.3259371	22372397.1004079	22202919.4834941	24055596.1987376	20918288.5766442	43607529.4817388	43213818.8755142	42227510.5575308	12409150.6796435	14267320.5276564	11843023.5277507	9	8	9	8	9	9	11	10	11	8	8	9
Q0JZ42	1563803.76736765	1553659.31767905	1672807.52893395	NA	1729852.65530602	NA	4102061.8584758	4975614.07730066	3374951.72088896	NA	NA	NA	2	2	1	0	1	0	1	1	1	0	0	0
Q0JZ43	11935639.8628763	11191230.9038548	10661005.072345	9037713.63221947	9333163.32975117	9184085.77449796	19875730.7058667	16967561.9711186	17089786.0814534	6549700.53945711	6804539.76876049	6686814.81306981	2	4	2	3	4	2	4	4	4	3	3	3
Q0JZ44	NA	NA	NA	NA	133023	NA	NA	339086	NA	NA	NA	NA	0	0	0	0	1	0	0	1	0	0	0	0
Q0JZ45	23346109.3807023	20664305.6390625	20089990.1401675	12383175.6513817	10804602.2894946	12743707.3864828	20566329.7557078	18060856.2099715	17730486.9506159	24593729.7452734	24662841.1115896	25261275.7553635	4	4	4	3	3	3	4	4	4	4	4	4
Q0JZ46	29551817.2090571	30966892.0485275	30848128.0130666	15445843.1856024	15512517.6729135	16187286.8038815	33280579.1326414	30781977.5325126	31626840.2508217	32223239.1857287	34091074.6364492	34936116.299743	11	10	11	8	9	9	11	11	11	11	10	11
Q0JZ47	7074005.81622896	6839623.29909174	6533705.65588883	3617907.20454364	3918534.85087805	3385654.20476282	6690565.2056251	5761699.15335798	6017564.12579602	6834921.4971725	6598565.98558585	5799662.93057948	4	4	5	4	5	1	5	5	5	5	6	6
Q0JZ54	NA	NA	NA	NA	NA	NA	NA	NA	1422410	NA	NA	NA	0	0	0	0	0	0	0	0	1	0	0	0
Q0JZ56	6723607.94137628	6085738.96763338	5662164.37136304	3330463.04377692	2819459.12020235	4836558.31521983	4224905.68141646	4196944.66646386	4751804.29990686	6051929.23962169	7518203.26765508	9220612.37304666	3	3	2	2	2	2	3	3	2	2	2	2
Q0JZ57	43826362.4258253	41756899.6973596	36687419.7550518	8918385.81516979	8841148.2581176	11543393.1698398	11599764.1392106	7801571.76359393	5924086.81962671	NA	NA	NA	9	9	9	3	7	5	6	2	3	0	0	0
Q0JZ58	4705869.99995489	3644982.27415587	3234250.85421135	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	0	0	0	0	0	0	0	0	0
Q0JZ59	43149164.5712863	40913896.2002326	39481455.3060086	3284672.92704978	4550460.43259357	4866919.01463885	14755960.1406781	14475718.4433377	12631179.1634576	NA	NA	NA	3	3	3	2	2	2	3	3	3	0	0	0
Q0JZ62	27591711.394029	32925227.7591097	34852770.7287908	12082949.0522206	14526184.7421473	12359547.8395187	34052290.424505	37802097.4601327	35661864.9843712	NA	1266511.50789527	2746141.3000728	5	5	5	3	4	4	7	6	7	0	2	2
Q0JZ63	4383046.148347	3774669.46600939	2807316.20316423	4090821.91345895	3529171.84396433	5340511.22150822	4380948.96379239	3185231.04831411	4264630.16668242	2516049.89528272	1476401.41551168	NA	3	3	3	3	3	2	3	3	3	1	1	0
Q0JZ64	193024295.089627	212213820.463235	229119915.917734	93483006.7203179	110106335.533332	102084456.473908	214494949.411031	248906949.852148	241611759.376648	60937476.8705748	69309837.2342385	82435328.774001	11	12	13	9	10	8	13	12	13	10	10	11
Q0JZ66	6404343.00562967	6139125.83784919	6124030.30981053	7913381.56004458	8048706.62029845	6175889.98397972	6036698.61199018	6109094.89658974	6847815.82954769	5044655.51433025	4397772.21376336	4018341.08744886	4	4	5	2	2	3	4	5	4	3	4	2
Q0JZ67	29731392.030228	23614462.4194389	19326717.9957304	13397822.3980893	8596021.59400365	14513738.6117612	20106312.4950566	17645502.8880011	19603439.3073734	10497104.0326494	11651899.912518	14237043.1419476	3	3	3	2	3	2	3	3	3	2	2	3
Q0JZ69	22473207.2237681	19708459.293571	19336879.8276703	18381030.2967278	9256753.43287729	15341708.8362858	16957275.6660377	13583538.7943366	14632477.2157481	4547766.40878968	4977547.43266181	5090416.16045981	3	3	2	2	1	2	2	3	2	2	1	2
Q0JZ70	17146427.4834373	17352583.0732867	16000200.3622588	9738408.7119362	12191271.1955976	6409438.30126269	10464124.4469257	11137494.8410154	10043096.070628	11456242.2160553	8939574.83094238	7403809.45768383	6	6	7	3	4	3	4	5	5	6	5	5
Q0JZ71	6809320.57825083	7566467.90154816	7635176.97374376	NA	NA	NA	6964644.31719789	5327356.78000006	NA	NA	NA	7397383.5603803	3	3	3	0	0	0	2	2	0	0	0	2
Q0JZ72	39475404.5308799	40731377.5054418	41368337.5942136	18511038.9644401	17956004.3266277	19079719.6662212	23940702.8605722	21579862.3174561	22634134.1533626	13966467.5285598	14101348.4752939	15527924.2563069	6	7	7	6	7	5	7	7	6	6	6	6
Q0JZ73	129148417.688572	121639144.327483	119080235.963833	93404658.8654211	92082383.3760544	92793301.1437517	132153223.258558	129108920.206499	127178769.620621	33365600.830042	34720292.9800617	35795439.8769089	17	20	22	14	21	14	21	21	20	13	15	14
Q0JZ74	28356179.0219811	31500795.6467535	32483032.0501578	27977799.10258	33691296.7477255	26325943.7376927	37798137.8203768	39792157.0689317	38813450.5943234	8993242.02133968	9645353.8970588	12690762.3541251	6	5	6	4	6	6	6	7	8	3	3	1
Q0JZ76	37222753.177349	33860914.5068213	31593710.8912608	19686911.4267222	18912952.7316718	17794974.3661698	30593269.1996398	28036768.7686906	26745539.4484454	11227228.207499	11781634.4070158	11620788.8325618	8	9	9	6	7	6	9	8	7	4	4	4
Q0JZ79	12638957.0817094	10842907.3407801	10090437.1925888	11640448.3394821	10378581.4010543	11584613.4011488	10569572.1844046	9951892.67631545	9589782.11425405	11703297.4649941	9760552.93140415	10127394.5605432	5	5	4	4	5	3	5	5	5	5	5	5
